景点名称,景点地址,设施名称,设施类型,设施地址,距离（米）
柳荫公园,和平里街道安定门外黄寺大街8号,交通宾馆,酒店,安定门外外馆斜街3号,533
柳荫公园,和平里街道安定门外黄寺大街8号,速8精选酒店(北京安贞医院店),酒店,安定门外大街64号4号楼,571
柳荫公园,和平里街道安定门外黄寺大街8号,军友宾馆(安德里北街),酒店,安德里北街19号,406
柳荫公园,和平里街道安定门外黄寺大街8号,鸿运宾馆(北京安贞医院店),酒店,安华里四区五号楼一层,543
柳荫公园,和平里街道安定门外黄寺大街8号,松花湖宾馆,酒店,安定门外大街安华里4区1号,570
柳荫公园,和平里街道安定门外黄寺大街8号,白玉兰酒店(青年湖北里店)-大堂,酒店,青年湖北街与柳荫公园南街辅路交叉口南100米,403
柳荫公园,和平里街道安定门外黄寺大街8号,拾月居,饭店,和平里街道安定门外黄寺大街8号柳荫公园,85
柳荫公园,和平里街道安定门外黄寺大街8号,喏町咖啡NODDIN COFFEE(柳荫公园店),饭店,和平里街道安定门外黄寺大街8号柳荫公园(东南角)-临湖轩,153
柳荫公园,和平里街道安定门外黄寺大街8号,又一村,饭店,黄寺大街与外馆斜街交叉口东南320米,215
柳荫公园,和平里街道安定门外黄寺大街8号,柳香居,饭店,黄寺大街甲8号(近柳荫湖公园西门),223
柳荫公园,和平里街道安定门外黄寺大街8号,汉唐茶楼,饭店,外馆东街51号凯景铭座三层,227
柳荫公园,和平里街道安定门外黄寺大街8号,哞哞小花牛(安贞店),饭店,外馆斜街51号凯景铭座1层100号,233
柳荫公园,和平里街道安定门外黄寺大街8号,面包魔法袋,饭店,外馆斜街与外馆东街交叉口西80米,233
柳荫公园,和平里街道安定门外黄寺大街8号,宽坐河鲜馆(黄寺大街店),饭店,和平里街道安定门外黄寺大街8号柳荫公园内(西侧),242
柳荫公园,和平里街道安定门外黄寺大街8号,大饼馒头手工月饼,饭店,外馆斜街与青年湖北街交叉口西60米,250
柳荫公园,和平里街道安定门外黄寺大街8号,山东大煎饼·菜煎饼,饭店,外馆斜街与外馆东街交叉口东40米,265
柳荫公园,和平里街道安定门外黄寺大街8号,酥翁绿豆酥饼(外管斜街店),饭店,外管斜街1号,265
柳荫公园,和平里街道安定门外黄寺大街8号,印象川之味餐厅(外馆斜街店),饭店,安定门外外馆斜街1号,267
柳荫公园,和平里街道安定门外黄寺大街8号,北京稻香村(第八营业部),饭店,外馆东街50号,268
柳荫公园,和平里街道安定门外黄寺大街8号,包子袁牛肉板面麻辣烫,饭店,外馆斜街甲1号临8,270
柳荫公园,和平里街道安定门外黄寺大街8号,栖酌烧烤,饭店,外馆斜街5区21号楼1-5,272
柳荫公园,和平里街道安定门外黄寺大街8号,江边小镇巫山烤全鱼(外馆斜街店),饭店,外馆斜街1号(麻爱上辣对面),279
柳荫公园,和平里街道安定门外黄寺大街8号,外馆街生鲜超市(泰利明苑21号楼店),饭店,安华里五区21号楼-1层-1042,280
柳荫公园,和平里街道安定门外黄寺大街8号,饼呱呱·烧饼夹里脊(外馆斜街店),饭店,外馆斜街与青年湖北街交叉口西40米,290
柳荫公园,和平里街道安定门外黄寺大街8号,世间美食炸鸡汉堡,饭店,安外大街外馆斜街1号,295
柳荫公园,和平里街道安定门外黄寺大街8号,海忠便民餐馆,饭店,安定门外消防救援站东门旁,298
双秀公园,北京市德胜街道北三环中路20号,辽宁饭店,酒店,德胜门外大街1号,364
双秀公园,北京市德胜街道北三环中路20号,全季酒店(北京马甸桥店),酒店,北三环马甸桥南路2号院,475
双秀公园,北京市德胜街道北三环中路20号,北京孔府酒店,酒店,马甸西路月季园小区18号,423
双秀公园,北京市德胜街道北三环中路20号,星程酒店(北京马甸桥店),酒店,马甸南路2号院七省大院3号楼,436
双秀公园,北京市德胜街道北三环中路20号,北京湘都宾馆,酒店,花园路街道马甸南路二号,425
双秀公园,北京市德胜街道北三环中路20号,北京吉林雪松宾馆,酒店,马甸南路2号院2号楼(北太平庄七省驻京办院内),506
双秀公园,北京市德胜街道北三环中路20号,北京远望楼宾馆,酒店,北三环中路57号,593
双秀公园,北京市德胜街道北三环中路20号,北京赣人之家宾馆,酒店,马甸南路2号七省大院,464
双秀公园,北京市德胜街道北三环中路20号,7天酒店(北京德胜门外大街马甸桥地铁站店),酒店,德胜门外大街2号(马甸桥东南角),564
双秀公园,北京市德胜街道北三环中路20号,山东宾馆(马甸南路),酒店,马甸南路2号院1号楼,499
双秀公园,北京市德胜街道北三环中路20号,北京怡景商务酒店,酒店,马甸南路2号七省大院内,517
双秀公园,北京市德胜街道北三环中路20号,三与叁山(北京五棵松店),酒店,阜石路辅路与西四环北路辅路交叉口西80米,368
双秀公园,北京市德胜街道北三环中路20号,万爱主题酒店(北京马甸店),酒店,马甸西村甲-27号,573
双秀公园,北京市德胜街道北三环中路20号,43号院单身公寓,酒店,马甸西路与北三环中路辅路交叉口西北140米,368
双秀公园,北京市德胜街道北三环中路20号,孔府酒店,酒店,马甸西路与马甸路交叉口南160米,415
双秀公园,北京市德胜街道北三环中路20号,汉庭酒店(北京马甸桥地铁站店),酒店,"北三环中路18号(马甸桥东南角,距地铁8号线安华桥站600米)",682
双秀公园,北京市德胜街道北三环中路20号,有研招待所新单身楼,酒店,马甸西路与北三环中路辅路交叉口西北180米,419
双秀公园,北京市德胜街道北三环中路20号,壹城民宿,酒店,马甸东路19号金澳国际12层1507室,614
双秀公园,北京市德胜街道北三环中路20号,中梦立方酒店(北京电影学院店),酒店,北三环中路北太平庄桥西(北太平庄地铁站A口步行300米),584
双秀公园,北京市德胜街道北三环中路20号,北京青水家青年民宿,酒店,马甸东路19号马甸金澳国际公寓2709,614
双秀公园,北京市德胜街道北三环中路20号,三忘湖咖啡(双秀公园店),饭店,马甸南村双秀公园04幢,101
双秀公园,北京市德胜街道北三环中路20号,露雨轩茶楼(双秀店),饭店,北三环中路22号北太平庄桥东200米,167
双秀公园,北京市德胜街道北三环中路20号,霞雨轩茶楼,饭店,北三环中路与北三环中路入口交叉口东南50米,176
双秀公园,北京市德胜街道北三环中路20号,珍珍彩虹江西小炒(双秀公园店),饭店,马甸南村小区北1门西140米,177
双秀公园,北京市德胜街道北三环中路20号,京八珍(双秀公园店),饭店,马甸南村8号楼一层-4底商(德胜园区),191
双秀公园,北京市德胜街道北三环中路20号,味多美(马甸店),饭店,北京城区马甸南村8楼2号(双秀公园东100米),192
双秀公园,北京市德胜街道北三环中路20号,晋味源手擀面,饭店,马甸西村19号一层108,255
双秀公园,北京市德胜街道北三环中路20号,小咖咖啡(有研大厦店),饭店,北京城区新街口外大街2号有研大厦B1层,284
双秀公园,北京市德胜街道北三环中路20号,贝小鲜花甲客爆肚粉(北太平庄第D02号档口星厨闪电美食城),饭店,马甸南路与北三环中路辅路交叉口西北80米,285
双秀公园,北京市德胜街道北三环中路20号,贼好吃的口袋馍夹炸串,饭店,马甸南路与北三环中路辅路交叉口北60米,293
双秀公园,北京市德胜街道北三环中路20号,蚝门盛宴(北京红十字血液研究所店),饭店,马甸南路与北三环中路辅路交叉口北60米,293
双秀公园,北京市德胜街道北三环中路20号,合合东北大饭包(马甸店),饭店,马甸南路与北三环中路辅路交叉口北60米,297
双秀公园,北京市德胜街道北三环中路20号,海星微厨(马甸店),饭店,中关村北太平庄邮政支局东门旁,298
双秀公园,北京市德胜街道北三环中路20号,犇犇烤肉(北太平庄店),饭店,北太平庄中路35号,300
双秀公园,北京市德胜街道北三环中路20号,肉小主·懂火锅(马甸店),饭店,马甸南路与北三环中路辅路交叉口北80米,319
双秀公园,北京市德胜街道北三环中路20号,八旗铜锅涮肉(北京总店),饭店,北京城区新风北街3号28幢1层101-105号,336
双秀公园,北京市德胜街道北三环中路20号,惠丰门丁肉饼店(新风里店),饭店,新风街3号34幢1层101-105号,354
双秀公园,北京市德胜街道北三环中路20号,星巴克(有研大厦店),饭店,新街口外大街2号有研大厦(北太平庄地铁站C口步行50米),355
双秀公园,北京市德胜街道北三环中路20号,Manner Coffee(新风北街店),饭店,新风北街与新风街交叉口北200米,368
双秀公园,北京市德胜街道北三环中路20号,喜湘宴·精致湖南菜(有研大厦店),饭店,北京城区新街口外大街2号有研大厦F2层,373
永定门公园,永定门东滨河路18号,北京康泰福宾馆,酒店,永定门内大街天坛南里西区19号楼北,280
永定门公园,永定门东滨河路18号,预医宾馆,酒店,天坛西里10号院,278
永定门公园,永定门东滨河路18号,北京天坛南里家庭旅馆,酒店,天坛南里西区十九号楼,303
永定门公园,永定门东滨河路18号,如家驿居酒店(北京天桥地铁站店),酒店,永定门内大街1号天桥百货商场F2层,496
永定门公园,永定门东滨河路18号,御耕苑,酒店,永定门西街17号(先农坛体育场内),330
永定门公园,永定门东滨河路18号,康铂酒店(北京南站天坛店),酒店,永定门东街9号B,601
永定门公园,永定门东滨河路18号,如家素柏·云酒店(北京前门店),酒店,东经路-104号楼南纬路2号院,705
永定门公园,永定门东滨河路18号,希岸酒店(北京南站永定门地铁站店),酒店,永定门外桃园东里15号,718
永定门公园,永定门东滨河路18号,锦江之星酒店(北京南站店),酒店,永定门东街9号,599
永定门公园,永定门东滨河路18号,北京瑞洁宾舍酒店,酒店,新农街17号(天桥地铁站D西南口步行210米),659
永定门公园,永定门东滨河路18号,魔寓公寓,酒店,永定门东街辅路与永定门桥交叉口东140米,510
永定门公园,永定门东滨河路18号,天龙宫宾馆,酒店,永定门东街西里13,526
永定门公园,永定门东滨河路18号,永逸轩酒店(北京南站永定门外地铁站店),酒店,永定门外大街38号(永定门外地铁站C东南口步行420米),655
永定门公园,永定门东滨河路18号,中国医学科学院医药生物技术研究所招待所,酒店,天坛街道天坛西里1号,529
永定门公园,永定门东滨河路18号,北京前门富力智选假日酒店,酒店,南纬路38号富力信然庭小区A座(天坛西门700米处),843
永定门公园,永定门东滨河路18号,国信宾馆,酒店,太平街甲8号,739
永定门公园,永定门东滨河路18号,Zsmart智尚酒店(北京南站天坛南门店),酒店,永外桃园东里15号,784
永定门公园,永定门东滨河路18号,北京天纬佳星宾馆(北京前门友谊医院店),酒店,南纬路31号(东经路与南纬路交叉口),757
永定门公园,永定门东滨河路18号,潮漫酒店(北京南站天坛店),酒店,桃园东里20号,880
永定门公园,永定门东滨河路18号,如家酒店前门和颐素柏云酒店(东经路分店),酒店,东经路-104号楼南纬路2号院,704
永定门公园,永定门东滨河路18号,陶陶居酒家(中国医学科学院医药生物技术研究所5号楼店),饭店,南纬路2号院内(近医学科学院),444
永定门公园,永定门东滨河路18号,天桥百货商场地下美食城,饭店,永定门内大街1号天桥百货商场B1层,477
永定门公园,永定门东滨河路18号,luckin coffee瑞幸咖啡,饭店,永定门内大街1号天桥百货商场F1层,481
永定门公园,永定门东滨河路18号,肯德基车速取餐点(天桥商场店),饭店,永定门内大街1号天桥百货商场大门,488
永定门公园,永定门东滨河路18号,肯德基(天桥商场店),饭店,永定门内大街1号天桥百货商场1-2层,489
永定门公园,永定门东滨河路18号,蜜雪冰城,饭店,永定门内大街1号天桥百货商场F1层,498
永定门公园,永定门东滨河路18号,黄焖鸡米饭盖饭(天桥百货商场店),饭店,永定门内大街1号天桥百货商场B1层,498
永定门公园,永定门东滨河路18号,呷哺呷哺(天桥商场店),饭店,永定门内大街1号天桥百货大楼地下1层10080c,501
永定门公园,永定门东滨河路18号,天桥居菜馆(天桥百货商场店),饭店,永定门内大街1号天桥百货商场F1层,501
永定门公园,永定门东滨河路18号,老北京炸酱面(天桥百货商场店),饭店,永定门内大街1号天桥百货商场B1层,503
永定门公园,永定门东滨河路18号,老北京饺子馆(天桥百货商场店),饭店,永定门内大街1号天桥百货商场F1层,504
永定门公园,永定门东滨河路18号,天桥小吃店(天桥百货商场店),饭店,永定门内大街1号天桥百货商场一层东北侧,507
永定门公园,永定门东滨河路18号,大海碗·烤鸭·京菜·炸酱面(天坛店),饭店,永定门内大街1号天桥乐汇百货商场B1层,510
永定门公园,永定门东滨河路18号,coffee(永定门东街西里店),饭店,南二环入口与南二环交叉口西北220米,512
永定门公园,永定门东滨河路18号,北京稻香村(天桥百货商场店),饭店,永定门内大街1号天桥商场一层,512
永定门公园,永定门东滨河路18号,大海碗·宴会厅(天桥店),饭店,天桥百货商场北门旁(天桥地铁站D西南口步行80米),512
永定门公园,永定门东滨河路18号,家常菜酸菜鱼刀削面,饭店,南二环入口与南二环交叉口西北180米,546
永定门公园,永定门东滨河路18号,散步去,饭店,永定门东街9号,574
永定门公园,永定门东滨河路18号,泰如意,饭店,南二环与南二环入口交叉口北120米,599
永定门公园,永定门东滨河路18号,古榕轩,饭店,南纬路4号(天桥地铁站D西南口步行370米),655
延禧宫,故宫博物院内(东北角),北京东华庭院四合院,酒店,北池子大街50号,428
延禧宫,故宫博物院内(东北角),北京京韵四合院(北池子大街分店),酒店,北池子大街50号,422
延禧宫,故宫博物院内(东北角),北京京古四合院,酒店,北池子大街三条6号,477
延禧宫,故宫博物院内(东北角),北京景山酒店,酒店,沙滩北街31号,600
延禧宫,故宫博物院内(东北角),北京蜀都宾馆(故宫店),酒店,沙滩后街30号,543
延禧宫,故宫博物院内(东北角),北京福禄久四合院,酒店,福禄巷9号,542
延禧宫,故宫博物院内(东北角),华育宾馆,酒店,沙滩后街55号,626
延禧宫,故宫博物院内(东北角),wohkoon者行孙青年旅馆(北京故宫店),酒店,沙滩后街16号(景山东门对面胡同内200米),609
延禧宫,故宫博物院内(东北角),沙滩宾馆,酒店,沙滩后街28号,559
延禧宫,故宫博物院内(东北角),北京东华门宾馆,酒店,王府井北河沿大街143号,656
延禧宫,故宫博物院内(东北角),京丰旅馆,酒店,银闸胡同45号,575
延禧宫,故宫博物院内(东北角),北京蜀都宾馆大堂,酒店,沙滩后街与西老胡同交叉口东南40米,548
延禧宫,故宫博物院内(东北角),景山花园酒店(三眼井胡同),酒店,景山东街三眼井胡同68号,757
延禧宫,故宫博物院内(东北角),兴华盛世精选酒店(北京王府井店),酒店,灯市口西街36号,819
延禧宫,故宫博物院内(东北角),北京工商宾馆,酒店,北河沿大街95号(近故宫博物院),668
延禧宫,故宫博物院内(东北角),翠明庄宾馆,酒店,南河沿大街1号,905
延禧宫,故宫博物院内(东北角),北京金茂万丽酒店,酒店,王府井大街57号(中国美术馆地铁站D2西南口步行400米),981
延禧宫,故宫博物院内(东北角),北京云景明谊酒店(王府井店),酒店,东华门街道北河沿大街161号,840
延禧宫,故宫博物院内(东北角),东华饭店,酒店,灯市口西街32号(金鱼胡同地铁站出入口步行480米),900
延禧宫,故宫博物院内(东北角),北京天安门王府井漫心酒店,酒店,东安门大街53号(金鱼胡同地铁站C西南口步行150米),978
延禧宫,故宫博物院内(东北角),坤东小院,饭店,坤宁宫,151
延禧宫,故宫博物院内(东北角),萬春金福下午茶,饭店,景山前街4号故宫博物院内(北侧),156
延禧宫,故宫博物院内(东北角),故宫餐厅,饭店,故宫博物院内(保和殿东侧景运门外、钟表馆对面),222
延禧宫,故宫博物院内(东北角),故宫角楼咖啡,饭店,神武门外西侧,288
延禧宫,故宫博物院内(东北角),楚粤楼,饭店,北池子大街与北池子二条交叉口西北100米,396
延禧宫,故宫博物院内(东北角),冰窖咖啡,饭店,景山前街4号故宫博物院,400
延禧宫,故宫博物院内(东北角),永盛斋小吃店,饭店,骑河楼大街40号,429
延禧宫,故宫博物院内(东北角),故宫冰窖餐厅,饭店,故宫博物院内,440
延禧宫,故宫博物院内(东北角),杭州小笼包(骑河楼店),饭店,骑河楼大街19号百客雅超市里面,454
延禧宫,故宫博物院内(东北角),四合书院,饭店,中老胡同28号,462
延禧宫,故宫博物院内(东北角),大益茶(故宫店),饭店,北池子大街72号(近故宫东门),536
延禧宫,故宫博物院内(东北角),寻常巷陌小酒馆,饭店,沙滩后街61号(近景山东街),557
延禧宫,故宫博物院内(东北角),漫心府(故宫店),饭店,智德北巷5号,567
延禧宫,故宫博物院内(东北角),巧思府,饭店,"北河沿大街智德北巷5号,近故宫、王府井大街、北京妇产医院",571
延禧宫,故宫博物院内(东北角),鮨膳,饭店,五四大街33号2层,579
延禧宫,故宫博物院内(东北角),云朵咖啡,饭店,五四大街33号一层,581
延禧宫,故宫博物院内(东北角),天桥卤煮,饭店,五四大街33号1幢102室,588
延禧宫,故宫博物院内(东北角),大海碗·烤鸭·京菜·炸酱面(故宫店),饭店,五四大街33号1幢一层107室,589
延禧宫,故宫博物院内(东北角),永璞咖啡(北京故宫店),饭店,沙滩后街22号4号楼,599
延禧宫,故宫博物院内(东北角),食鼎轩茶餐厅,饭店,五四大街46号,601
故宫博物院-养心殿,景山前街4号故宫博物院内,北京东华庭院四合院,酒店,北池子大街50号,641
故宫博物院-养心殿,景山前街4号故宫博物院内,北京京韵四合院(北池子大街分店),酒店,北池子大街50号,635
故宫博物院-养心殿,景山前街4号故宫博物院内,北京京古四合院,酒店,北池子大街三条6号,668
故宫博物院-养心殿,景山前街4号故宫博物院内,华育宾馆,酒店,沙滩后街55号,821
故宫博物院-养心殿,景山前街4号故宫博物院内,北京蜀都宾馆(故宫店),酒店,沙滩后街30号,733
故宫博物院-养心殿,景山前街4号故宫博物院内,北京景山酒店,酒店,沙滩北街31号,839
故宫博物院-养心殿,景山前街4号故宫博物院内,沙滩宾馆,酒店,沙滩后街28号,763
故宫博物院-养心殿,景山前街4号故宫博物院内,wohkoon者行孙青年旅馆(北京故宫店),酒店,沙滩后街16号(景山东门对面胡同内200米),824
故宫博物院-养心殿,景山前街4号故宫博物院内,北京福禄久四合院,酒店,福禄巷9号,775
故宫博物院-养心殿,景山前街4号故宫博物院内,晋府宾馆,酒店,景山西街5号山西省人民政府驻京办事处,865
故宫博物院-养心殿,景山前街4号故宫博物院内,北京东华门宾馆,酒店,王府井北河沿大街143号,903
故宫博物院-养心殿,景山前街4号故宫博物院内,景山花园酒店(三眼井胡同),酒店,景山东街三眼井胡同68号,910
故宫博物院-养心殿,景山前街4号故宫博物院内,北京蜀都宾馆大堂,酒店,沙滩后街与西老胡同交叉口东南40米,740
故宫博物院-养心殿,景山前街4号故宫博物院内,京丰旅馆,酒店,银闸胡同45号,835
故宫博物院-养心殿,景山前街4号故宫博物院内,NanchiziStreet,酒店,南池子大街与东华门大街交叉口南20米,812
故宫博物院-养心殿,景山前街4号故宫博物院内,普度寺八间房,酒店,普度寺西巷5号,910
故宫博物院-养心殿,景山前街4号故宫博物院内,普渡寺西巷6号,酒店,普渡寺西巷6号,886
故宫博物院-养心殿,景山前街4号故宫博物院内,北京工商宾馆,酒店,北河沿大街95号(近故宫博物院),935
故宫博物院-养心殿,景山前街4号故宫博物院内,北京太平轩,酒店,南池子大街与普渡寺西巷交叉口南60米,880
故宫博物院-养心殿,景山前街4号故宫博物院内,萬春金福下午茶,饭店,景山前街4号故宫博物院内(北侧),186
故宫博物院-养心殿,景山前街4号故宫博物院内,坤东小院,饭店,坤宁宫,191
故宫博物院-养心殿,景山前街4号故宫博物院内,冰窖咖啡,饭店,景山前街4号故宫博物院,196
故宫博物院-养心殿,景山前街4号故宫博物院内,故宫冰窖餐厅,饭店,故宫博物院内,252
故宫博物院-养心殿,景山前街4号故宫博物院内,故宫餐厅,饭店,故宫博物院内(保和殿东侧景运门外、钟表馆对面),275
故宫博物院-养心殿,景山前街4号故宫博物院内,故宫角楼咖啡,饭店,神武门外西侧,305
故宫博物院-养心殿,景山前街4号故宫博物院内,北景源·北京涮肉(故宫角楼店),饭店,景山前街24号(近北海公园南门),516
故宫博物院-养心殿,景山前街4号故宫博物院内,京味炸酱面,饭店,景山前街北海,526
故宫博物院-养心殿,景山前街4号故宫博物院内,楚粤楼,饭店,北池子大街与北池子二条交叉口西北100米,601
故宫博物院-养心殿,景山前街4号故宫博物院内,山右里,饭店,景山西街景山公园西门园内右手边,651
故宫博物院-养心殿,景山前街4号故宫博物院内,永盛斋小吃店,饭店,骑河楼大街40号,676
故宫博物院-养心殿,景山前街4号故宫博物院内,四合书院,饭店,中老胡同28号,679
故宫博物院-养心殿,景山前街4号故宫博物院内,大益茶(故宫店),饭店,北池子大街72号(近故宫东门),696
故宫博物院-养心殿,景山前街4号故宫博物院内,BOSS LOUNG茶馆(平安里店),饭店,文津街1号北海公园永安寺东侧,701
故宫博物院-养心殿,景山前街4号故宫博物院内,杭州小笼包(骑河楼店),饭店,骑河楼大街19号百客雅超市里面,705
故宫博物院-养心殿,景山前街4号故宫博物院内,东雁翅楼,饭店,南池子大街与普渡寺西巷交叉口西440米,716
故宫博物院-养心殿,景山前街4号故宫博物院内,原鄉本味景山西街烤鸭店,饭店,景山西街19号,718
故宫博物院-养心殿,景山前街4号故宫博物院内,寻常巷陌小酒馆,饭店,沙滩后街61号(近景山东街),723
故宫博物院-养心殿,景山前街4号故宫博物院内,泽园酒家,饭店,南长街20号(近中山公园西门),726
故宫博物院-养心殿,景山前街4号故宫博物院内,隆福斋糕点,饭店,陟山门街22号,751
中央电视塔,西三环中路11号(玉渊潭公园对面),北京中塔红钰旅馆,酒店,中塔园7号楼(近中央电视塔),260
中央电视塔,西三环中路11号(玉渊潭公园对面),永定山水居·京水宾馆,酒店,玉渊潭南路普惠北里10号,559
中央电视塔,西三环中路11号(玉渊潭公园对面),华融大厦,酒店,阜成路18号,558
中央电视塔,西三环中路11号(玉渊潭公园对面),航天宾馆,酒店,阜成路22号,510
中央电视塔,西三环中路11号(玉渊潭公园对面),维酒店·凡(北京空军总医院翠微路店),酒店,翠微路罗道庄翠微北里1号楼,594
中央电视塔,西三环中路11号(玉渊潭公园对面),下沉庭院,酒店,西钓鱼台嘉园8号楼,449
中央电视塔,西三环中路11号(玉渊潭公园对面),航天商务,酒店,航天桥环岛与西三环中路辅路交叉口西120米,547
中央电视塔,西三环中路11号(玉渊潭公园对面),中盛宾馆,酒店,阜成路辅路与航天桥环岛交叉口西120米,531
中央电视塔,西三环中路11号(玉渊潭公园对面),北京裕龙国际酒店,酒店,阜成路40号(西钓鱼台地铁站C东南口步行250米),821
中央电视塔,西三环中路11号(玉渊潭公园对面),北京裕龙御柏国际酒店,酒店,阜成路40号(西钓鱼台地铁站C东南口步行230米),828
中央电视塔,西三环中路11号(玉渊潭公园对面),裕龙御骊酒店,酒店,阜成路40号,820
中央电视塔,西三环中路11号(玉渊潭公园对面),青山民宿(翠微路3号分店),酒店,翠微路翠微北里小区6号楼需从东门进入,714
中央电视塔,西三环中路11号(玉渊潭公园对面),青山民宿(翠微路4号分店),酒店,翠微路翠微北里小区,752
中央电视塔,西三环中路11号(玉渊潭公园对面),华融酒店,酒店,西三环中路辅路与阜成路辅路交叉口东100米,584
中央电视塔,西三环中路11号(玉渊潭公园对面),裕龙大酒店(阜成路二店),酒店,阜成路40号(西钓鱼台地铁站C东南口步行150米),819
中央电视塔,西三环中路11号(玉渊潭公园对面),玉都饭店,酒店,北洼路85号(北京经济管理学院旁边),874
中央电视塔,西三环中路11号(玉渊潭公园对面),顺亿家庭民宿(北京304空军医院店),酒店,阜成路53号院4号楼(西钓鱼台地铁站A西北口步行420米),784
中央电视塔,西三环中路11号(玉渊潭公园对面),北京翠微公寓,酒店,翠微路甲10号院3层休闲吧,720
中央电视塔,西三环中路11号(玉渊潭公园对面),家庭旅馆(北京304空军医院店),酒店,阜成路53号院地铁10号线西钓鱼台站,784
中央电视塔,西三环中路11号(玉渊潭公园对面),新兴宾馆(普惠西街),酒店,西三环中路17号(近公主坟地铁站),962
中央电视塔,西三环中路11号(玉渊潭公园对面),申雅百纳(颐源居店),饭店,翠微路4号颐源居4号楼一层117号,415
中央电视塔,西三环中路11号(玉渊潭公园对面),鲁粤湘天(颐源居店),饭店,翠微路4号院会所,419
中央电视塔,西三环中路11号(玉渊潭公园对面),鉴源餐厅,饭店,阜成路28号,462
中央电视塔,西三环中路11号(玉渊潭公园对面),杂粮煎饼(西三环中路3号院店),饭店,西三环中路3号院,468
中央电视塔,西三环中路11号(玉渊潭公园对面),空军总医院综合保障餐厅,饭店,阜成路30号,469
中央电视塔,西三环中路11号(玉渊潭公园对面),锦州烧烤(万寿路店),饭店,翠微路4号5号楼西门北侧,493
中央电视塔,西三环中路11号(玉渊潭公园对面),麻辣烫,饭店,翠微路颐源居小区西门北侧小路底商,507
中央电视塔,西三环中路11号(玉渊潭公园对面),元咖啡(新知大厦店),饭店,新知大厦一层,520
中央电视塔,西三环中路11号(玉渊潭公园对面),最重庆私房菜,饭店,翠微路4号院北侧,531
中央电视塔,西三环中路11号(玉渊潭公园对面),家门口早点,饭店,翠微路与玉渊潭南路交叉口北280米,532
中央电视塔,西三环中路11号(玉渊潭公园对面),重庆好吃馆,饭店,翠微路4号院大门北侧30号,532
中央电视塔,西三环中路11号(玉渊潭公园对面),西北郎中国兰州牛肉拉麺(航天桥店),饭店,阜成路辅路与航天桥环岛交叉口西180米,538
中央电视塔,西三环中路11号(玉渊潭公园对面),柳州肥姨妈大骨螺蛳粉(航天桥店),饭店,阜成路22号北平房104号,540
中央电视塔,西三环中路11号(玉渊潭公园对面),鑫隆宫廷香酥牛肉饼(阜成路辅路店),饭店,阜成路辅路与航天桥环岛交叉口西160米,540
中央电视塔,西三环中路11号(玉渊潭公园对面),张记正宗烤炉鸡蛋灌饼,饭店,阜成路辅路与航天桥环岛交叉口西140米,541
中央电视塔,西三环中路11号(玉渊潭公园对面),来子鸡航天桥店(阜成路辅路店),饭店,阜成路辅路与航天桥环岛交叉口西140米,543
中央电视塔,西三环中路11号(玉渊潭公园对面),炸酱面板面,饭店,阜成路辅路与航天桥环岛交叉口西160米,545
中央电视塔,西三环中路11号(玉渊潭公园对面),徽小宴·私房菜(航天桥店),饭店,阜成路甲28号新知大厦1层,547
中央电视塔,西三环中路11号(玉渊潭公园对面),牧味烧烤(航天桥店),饭店,阜成路22号,548
中央电视塔,西三环中路11号(玉渊潭公园对面),304蛋糕坊,饭店,阜成路22号航天昌隆商城,549
元大都城垣遗址公园-海棠花溪,北土城东路甲100号元大都遗址公园内(近樱花园西街),适家如意家庭民宿(北京安贞医院店),酒店,安贞西里1区7号楼,248
元大都城垣遗址公园-海棠花溪,北土城东路甲100号元大都遗址公园内(近樱花园西街),襄阳来了,酒店,安定路5号院北投购物公园B1层,291
元大都城垣遗址公园-海棠花溪,北土城东路甲100号元大都遗址公园内(近樱花园西街),北京安洁旅店,酒店,安贞西里一区15号楼,314
元大都城垣遗址公园-海棠花溪,北土城东路甲100号元大都遗址公园内(近樱花园西街),珍珍家庭旅馆(北京安贞医院店),酒店,安贞西里一区15号楼,339
元大都城垣遗址公园-海棠花溪,北土城东路甲100号元大都遗址公园内(近樱花园西街),阿君民宿,酒店,安贞里一区28号楼,355
元大都城垣遗址公园-海棠花溪,北土城东路甲100号元大都遗址公园内(近樱花园西街),莱安商务酒店(北京奥体安贞医院店),酒店,安贞西里二区17号,459
元大都城垣遗址公园-海棠花溪,北土城东路甲100号元大都遗址公园内(近樱花园西街),汉庭酒店(北京安贞店),酒店,安贞西里一区五区一号楼,461
元大都城垣遗址公园-海棠花溪,北土城东路甲100号元大都遗址公园内(近樱花园西街),北京友谊家庭旅馆,酒店,安贞西里小区一区9号楼6-602,329
元大都城垣遗址公园-海棠花溪,北土城东路甲100号元大都遗址公园内(近樱花园西街),天天家庭旅馆,酒店,安贞医院正门对面,393
元大都城垣遗址公园-海棠花溪,北土城东路甲100号元大都遗址公园内(近樱花园西街),北京鸿缘家庭快捷公寓,酒店,安贞路安贞西里一区16号楼1-4,402
元大都城垣遗址公园-海棠花溪,北土城东路甲100号元大都遗址公园内(近樱花园西街),贞德麟宾馆(安贞医院安华桥地铁店),酒店,安贞西里四区甲一号西楼,429
元大都城垣遗址公园-海棠花溪,北土城东路甲100号元大都遗址公园内(近樱花园西街),千和人家公寓(安贞西一路分店),酒店,安贞西一路安贞街道安贞小区,402
